Concatenated,Year,Month,Reg,X5,Code,Trust,Indicator,value,Description
2022-23APRILRX6,2022-23,APRIL,Y63,North East and Yorkshire,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A29,894,Response times - C1T - Response times - 90th centile (min:sec)
2022-23APRILRX6,2022-23,APRIL,Y63,North East and Yorkshire,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A30,52753104,Response times - C2 - Response times - Total (hours)
2022-23APRILRX6,2022-23,APRIL,Y63,North East and Yorkshire,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A31,2689,Response times - C2 - Response times - Mean (hour: min:sec)
2022-23APRILRX6,2022-23,APRIL,Y63,North East and Yorkshire,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A32,5862,Response times - C2 - Response times - 90th centile (hour: min:sec)
2022-23APRILRX6,2022-23,APRIL,Y63,North East and Yorkshire,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A33,41924296,Response times - C3 - Response times - Total (hours)
2022-23APRILRX6,2022-23,APRIL,Y63,North East and Yorkshire,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A34,7770,Response times - C3 - Response times - Mean (hour: min:sec)
2022-23APRILRX6,2022-23,APRIL,Y63,North East and Yorkshire,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A35,20937,Response times - C3 - Response times - 90th centile (hour: min:sec)
2022-23APRILRX6,2022-23,APRIL,Y63,North East and Yorkshire,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A36,2904919,Response times - C4 - Response times - Total (hours)
2022-23APRILRX6,2022-23,APRIL,Y63,North East and Yorkshire,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A37,6220,Response times - C4 - Response times - Mean (hour: min:sec)
2022-23APRILRX6,2022-23,APRIL,Y63,North East and Yorkshire,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A38,13831,Response times - C4 - Response times - 90th centile (hour: min:sec)
2022-23APRILRX7,2022-23,APRIL,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A24,6688957,Response times - C1 - Response times - Total (hours)
2022-23APRILRX7,2022-23,APRIL,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A25,511,Response times - C1 - Response times - Mean (min:sec)
2022-23APRILRX7,2022-23,APRIL,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A26,866,Response times - C1 - Response times - 90th centile (min:sec)
2022-23APRILRX7,2022-23,APRIL,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A27,5828205,Response times - C1T - Response times - Total (hours)
2022-23APRILRX7,2022-23,APRIL,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A28,648,Response times - C1T - Response times - Mean (min:sec)
2022-23APRILRX7,2022-23,APRIL,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A29,1124,Response times - C1T - Response times - 90th centile (min:sec)
2022-23APRILRX7,2022-23,APRIL,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A30,131224772,Response times - C2 - Response times - Total (hours)
2022-23APRILRX7,2022-23,APRIL,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A31,2825,Response times - C2 - Response times - Mean (hour: min:sec)
2022-23APRILRX7,2022-23,APRIL,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A32,6466,Response times - C2 - Response times - 90th centile (hour: min:sec)
2022-23APRILRX7,2022-23,APRIL,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A33,152788238,Response times - C3 - Response times - Total (hours)
2022-23APRILRX7,2022-23,APRIL,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A34,12169,Response times - C3 - Response times - Mean (hour: min:sec)
2022-23APRILRX7,2022-23,APRIL,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A35,29948,Response times - C3 - Response times - 90th centile (hour: min:sec)
2022-23APRILRX7,2022-23,APRIL,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A36,8947120,Response times - C4 - Response times - Total (hours)
2022-23APRILRX7,2022-23,APRIL,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A37,16508,Response times - C4 - Response times - Mean (hour: min:sec)
2022-23APRILRX7,2022-23,APRIL,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A38,44539,Response times - C4 - Response times - 90th centile (hour: min:sec)
2022-23APRILRYE,2022-23,APRIL,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A24,1827654,Response times - C1 - Response times - Total (hours)
2022-23APRILRYE,2022-23,APRIL,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A25,563,Response times - C1 - Response times - Mean (min:sec)
2022-23APRILRYE,2022-23,APRIL,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A26,1024,Response times - C1 - Response times - 90th centile (min:sec)
2022-23APRILRYE,2022-23,APRIL,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A27,1322589,Response times - C1T - Response times - Total (hours)
2022-23APRILRYE,2022-23,APRIL,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A28,664,Response times - C1T - Response times - Mean (min:sec)
2022-23APRILRYE,2022-23,APRIL,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A29,1207,Response times - C1T - Response times - 90th centile (min:sec)
2022-23APRILRYE,2022-23,APRIL,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A30,48909299,Response times - C2 - Response times - Total (hours)
2022-23APRILRYE,2022-23,APRIL,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A31,2041,Response times - C2 - Response times - Mean (hour: min:sec)
2022-23APRILRYE,2022-23,APRIL,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A32,4297,Response times - C2 - Response times - 90th centile (hour: min:sec)
2022-23APRILRYE,2022-23,APRIL,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A33,94511914,Response times - C3 - Response times - Total (hours)
2022-23APRILRYE,2022-23,APRIL,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A34,7424,Response times - C3 - Response times - Mean (hour: min:sec)
2022-23APRILRYE,2022-23,APRIL,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A35,16767,Response times - C3 - Response times - 90th centile (hour: min:sec)
2022-23APRILRYE,2022-23,APRIL,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A36,5902354,Response times - C4 - Response times - Total (hours)
2022-23APRILRYE,2022-23,APRIL,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A37,8372,Response times - C4 - Response times - Mean (hour: min:sec)
2022-23APRILRYE,2022-23,APRIL,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A38,18201,Response times - C4 - Response times - 90th centile (hour: min:sec)
2022-23APRILRYD,2022-23,APRIL,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A24,2395273,Response times - C1 - Response times - Total (hours)
2022-23APRILRYD,2022-23,APRIL,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A25,512,Response times - C1 - Response times - Mean (min:sec)
2022-23APRILRYD,2022-23,APRIL,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A26,948,Response times - C1 - Response times - 90th centile (min:sec)
2022-23APRILRYD,2022-23,APRIL,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A27,1785470,Response times - C1T - Response times - Total (hours)
2022-23APRILRYD,2022-23,APRIL,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A28,617,Response times - C1T - Response times - Mean (min:sec)
2022-23APRILRYD,2022-23,APRIL,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A29,1153,Response times - C1T - Response times - 90th centile (min:sec)
2022-23APRILRYD,2022-23,APRIL,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A30,63306753,Response times - C2 - Response times - Total (hours)
2022-23APRILRYD,2022-23,APRIL,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A31,1992,Response times - C2 - Response times - Mean (hour: min:sec)
2022-23APRILRYD,2022-23,APRIL,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A32,4110,Response times - C2 - Response times - 90th centile (hour: min:sec)
2022-23APRILRYD,2022-23,APRIL,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A33,137758151,Response times - C3 - Response times - Total (hours)
2022-23APRILRYD,2022-23,APRIL,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A34,8929,Response times - C3 - Response times - Mean (hour: min:sec)
2022-23APRILRYD,2022-23,APRIL,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A35,20033,Response times - C3 - Response times - 90th centile (hour: min:sec)
2022-23APRILRYD,2022-23,APRIL,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A36,4663337,Response times - C4 - Response times - Total (hours)
2022-23APRILRYD,2022-23,APRIL,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A37,12811,Response times - C4 - Response times - Mean (hour: min:sec)
2022-23APRILRYD,2022-23,APRIL,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A38,30127,Response times - C4 - Response times - 90th centile (hour: min:sec)
2022-23APRILRYF,2022-23,APRIL,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A24,6107243,Response times - C1 - Response times - Total (hours)
2022-23APRILRYF,2022-23,APRIL,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A25,705,Response times - C1 - Response times - Mean (min:sec)
2022-23APRILRYF,2022-23,APRIL,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A26,1289,Response times - C1 - Response times - 90th centile (min:sec)
2022-23APRILRYF,2022-23,APRIL,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A27,3844033,Response times - C1T - Response times - Total (hours)
2022-23APRILRYF,2022-23,APRIL,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A28,779,Response times - C1T - Response times - Mean (min:sec)
2022-23APRILRYF,2022-23,APRIL,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A29,1431,Response times - C1T - Response times - 90th centile (min:sec)
2022-23APRILRYF,2022-23,APRIL,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A30,172789950,Response times - C2 - Response times - Total (hours)
2022-23APRILRYF,2022-23,APRIL,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A31,4857,Response times - C2 - Response times - Mean (hour: min:sec)
2022-23APRILRYF,2022-23,APRIL,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A32,11577,Response times - C2 - Response times - 90th centile (hour: min:sec)
2022-23APRILRYF,2022-23,APRIL,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A33,140493625,Response times - C3 - Response times - Total (hours)
2022-23APRILRYF,2022-23,APRIL,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A34,12311,Response times - C3 - Response times - Mean (hour: min:sec)
2022-23APRILRYF,2022-23,APRIL,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A35,34423,Response times - C3 - Response times - 90th centile (hour: min:sec)
2022-23APRILRYF,2022-23,APRIL,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A36,1580557,Response times - C4 - Response times - Total (hours)
2022-23APRILRYF,2022-23,APRIL,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A37,12065,Response times - C4 - Response times - Mean (hour: min:sec)
2022-23APRILRYF,2022-23,APRIL,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A38,30391,Response times - C4 - Response times - 90th centile (hour: min:sec)
2022-23APRILRYA,2022-23,APRIL,Y60,Midlands,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,A24,4832086,Response times - C1 - Response times - Total (hours)
2022-23APRILRYA,2022-23,APRIL,Y60,Midlands,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,A25,496,Response times - C1 - Response times - Mean (min:sec)
2022-23APRILRYA,2022-23,APRIL,Y60,Midlands,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,A26,885,Response times - C1 - Response times - 90th centile (min:sec)
2022-23APRILRYA,2022-23,APRIL,Y60,Midlands,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,A27,3551020,Response times - C1T - Response times - Total (hours)
2022-23APRILRYA,2022-23,APRIL,Y60,Midlands,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,A28,582,Response times - C1T - Response times - Mean (min:sec)
2022-23APRILRYA,2022-23,APRIL,Y60,Midlands,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,A29,1054,Response times - C1T - Response times - 90th centile (min:sec)
2022-23APRILRYA,2022-23,APRIL,Y60,Midlands,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,A30,157556202,Response times - C2 - Response times - Total (hours)
2022-23APRILRYA,2022-23,APRIL,Y60,Midlands,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,A31,3358,Response times - C2 - Response times - Mean (hour: min:sec)
2022-23APRILRYA,2022-23,APRIL,Y60,Midlands,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,A32,7822,Response times - C2 - Response times - 90th centile (hour: min:sec)
2022-23APRILRYA,2022-23,APRIL,Y60,Midlands,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,A33,157121790,Response times - C3 - Response times - Total (hours)
2022-23APRILRYA,2022-23,APRIL,Y60,Midlands,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,A34,12650,Response times - C3 - Response times - Mean (hour: min:sec)
2022-23APRILRYA,2022-23,APRIL,Y60,Midlands,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,A35,35711,Response times - C3 - Response times - 90th centile (hour: min:sec)
2022-23APRILRYA,2022-23,APRIL,Y60,Midlands,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,A36,8306894,Response times - C4 - Response times - Total (hours)
2022-23APRILRYA,2022-23,APRIL,Y60,Midlands,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,A37,14994,Response times - C4 - Response times - Mean (hour: min:sec)
2022-23APRILRYA,2022-23,APRIL,Y60,Midlands,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,A38,39439,Response times - C4 - Response times - 90th centile (hour: min:sec)
2022-23APRILRX8,2022-23,APRIL,Y63,North East and Yorkshire,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,A24,4289323,Response times - C1 - Response times - Total (hours)
2022-23APRILRX8,2022-23,APRIL,Y63,North East and Yorkshire,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,A25,575,Response times - C1 - Response times - Mean (min:sec)
2022-23APRILRX8,2022-23,APRIL,Y63,North East and Yorkshire,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,A26,1010,Response times - C1 - Response times - 90th centile (min:sec)
2022-23APRILRX8,2022-23,APRIL,Y63,North East and Yorkshire,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,A27,3404071,Response times - C1T - Response times - Total (hours)
2022-23APRILRX8,2022-23,APRIL,Y63,North East and Yorkshire,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,A28,636,Response times - C1T - Response times - Mean (min:sec)
2022-23APRILRX8,2022-23,APRIL,Y63,North East and Yorkshire,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,A29,1127,Response times - C1T - Response times - 90th centile (min:sec)
2022-23APRILRX8,2022-23,APRIL,Y63,North East and Yorkshire,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,A30,91035189,Response times - C2 - Response times - Total (hours)
2022-23APRILRX8,2022-23,APRIL,Y63,North East and Yorkshire,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,A31,2523,Response times - C2 - Response times - Mean (hour: min:sec)
2022-23APRILRX8,2022-23,APRIL,Y63,North East and Yorkshire,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,A32,5773,Response times - C2 - Response times - 90th centile (hour: min:sec)
2022-23APRILRX8,2022-23,APRIL,Y63,North East and Yorkshire,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,A33,66681296,Response times - C3 - Response times - Total (hours)
2022-23APRILRX8,2022-23,APRIL,Y63,North East and Yorkshire,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,A34,7148,Response times - C3 - Response times - Mean (hour: min:sec)
2022-23APRILRX8,2022-23,APRIL,Y63,North East and Yorkshire,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,A35,17758,Response times - C3 - Response times - 90th centile (hour: min:sec)
2022-23APRILRX8,2022-23,APRIL,Y63,North East and Yorkshire,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,A36,1340176,Response times - C4 - Response times - Total (hours)
2022-23APRILRX8,2022-23,APRIL,Y63,North East and Yorkshire,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,A37,8817,Response times - C4 - Response times - Mean (hour: min:sec)
2022-23APRILRX8,2022-23,APRIL,Y63,North East and Yorkshire,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,A38,18419,Response times - C4 - Response times - 90th centile (hour: min:sec)
2022-23MAYRX9,2022-23,MAY,Y60,Midlands,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,A24,4787075,Response times - C1 - Response times - Total (hours)
2022-23MAYRX9,2022-23,MAY,Y60,Midlands,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,A25,557,Response times - C1 - Response times - Mean (min:sec)
2022-23MAYRX9,2022-23,MAY,Y60,Midlands,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,A26,1016,Response times - C1 - Response times - 90th centile (min:sec)
2022-23MAYRX9,2022-23,MAY,Y60,Midlands,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,A27,5492439,Response times - C1T - Response times - Total (hours)
2022-23MAYRX9,2022-23,MAY,Y60,Midlands,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,A28,990,Response times - C1T - Response times - Mean (min:sec)
2022-23MAYRX9,2022-23,MAY,Y60,Midlands,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,A29,2259,Response times - C1T - Response times - 90th centile (min:sec)
2022-23MAYRX9,2022-23,MAY,Y60,Midlands,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,A30,116399941,Response times - C2 - Response times - Total (hours)
2022-23MAYRX9,2022-23,MAY,Y60,Midlands,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,A31,3205,Response times - C2 - Response times - Mean (hour: min:sec)
2022-23MAYRX9,2022-23,MAY,Y60,Midlands,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,A32,6960,Response times - C2 - Response times - 90th centile (hour: min:sec)
2022-23MAYRX9,2022-23,MAY,Y60,Midlands,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,A33,87673812,Response times - C3 - Response times - Total (hours)
2022-23MAYRX9,2022-23,MAY,Y60,Midlands,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,A34,9257,Response times - C3 - Response times - Mean (hour: min:sec)
2022-23MAYRX9,2022-23,MAY,Y60,Midlands,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,A35,23839,Response times - C3 - Response times - 90th centile (hour: min:sec)
2022-23MAYRX9,2022-23,MAY,Y60,Midlands,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,A36,1007635,Response times - C4 - Response times - Total (hours)
2022-23MAYRX9,2022-23,MAY,Y60,Midlands,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,A37,12140,Response times - C4 - Response times - Mean (hour: min:sec)
2022-23MAYRX9,2022-23,MAY,Y60,Midlands,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,A38,26656,Response times - C4 - Response times - 90th centile (hour: min:sec)
2022-23MAYRYC,2022-23,MAY,Y61,East of England,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,A24,4645214,Response times - C1 - Response times - Total (hours)
2022-23MAYRYC,2022-23,MAY,Y61,East of England,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,A25,595,Response times - C1 - Response times - Mean (min:sec)
2022-23MAYRYC,2022-23,MAY,Y61,East of England,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,A26,1100,Response times - C1 - Response times - 90th centile (min:sec)
2022-23MAYRYC,2022-23,MAY,Y61,East of England,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,A27,3990410,Response times - C1T - Response times - Total (hours)
2022-23MAYRYC,2022-23,MAY,Y61,East of England,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,A28,795,Response times - C1T - Response times - Mean (min:sec)
2022-23MAYRYC,2022-23,MAY,Y61,East of England,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,A29,1457,Response times - C1T - Response times - 90th centile (min:sec)
2022-23MAYRYC,2022-23,MAY,Y61,East of England,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,A30,117307947,Response times - C2 - Response times - Total (hours)
2022-23MAYRYC,2022-23,MAY,Y61,East of England,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,A31,2990,Response times - C2 - Response times - Mean (hour: min:sec)
2022-23MAYRYC,2022-23,MAY,Y61,East of England,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,A32,6421,Response times - C2 - Response times - 90th centile (hour: min:sec)
